Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2017","2017","6121","Value","3023","Labour force survey","%","2.8","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2018","2018","6121","Value","3023","Labour force survey","%","2.8","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2019","2019","6121","Value","3023","Labour force survey","%","2.7","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2020","2020","6121","Value","3023","Labour force survey","%","2.6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2021","2021","6121","Value","3023","Labour force survey","%","2.5","X","Figure from international organizations","Break in series: Methodology revised"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1993","1993","6121","Value","3023","Labour force survey","%","9","X","Figure from international organizations","Repository: OECD"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1994","1994","6121","Value","3023","Labour force survey","%","7.9","X","Figure from international organizations","Repository: OECD"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1995","1995","6121","Value","3023","Labour force survey","%","7.6","X","Figure from international organizations","Repository: OECD"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1996","1996","6121","Value","3023","Labour force survey","%","7.3","X","Figure from international organizations","Repository: OECD"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1997","1997","6121","Value","3023","Labour force survey","%","6.9","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1998","1998","6121","Value","3023","Labour force survey","%","6.6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1999","1999","6121","Value","3023","Labour force survey","%","6.4","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2000","2000","6121","Value","3023","Labour force survey","%","6.3","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2001","2001","6121","Value","3023","Labour force survey","%","6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2002","2002","6121","Value","3023","Labour force survey","%","6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2003","2003","6121","Value","3023","Labour force survey","%","5.5","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2004","2004","6121","Value","3023","Labour force survey","%","5.4","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2005","2005","6121","Value","3023","Labour force survey","%","4.9","X","Figure from international organizations","Break in series: Methodology revised, Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2006","2006","6121","Value","3023","Labour force survey","%","4.5","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2007","2007","6121","Value","3023","Labour force survey","%","4.4","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2008","2008","6121","Value","3023","Labour force survey","%","3.8","X","Figure from international organizations","Break in series: Methodology revised, Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2009","2009","6121","Value","3023","Labour force survey","%","3.8","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2010","2010","6121","Value","3023","Labour force survey","%","4","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2011","2011","6121","Value","3023","Labour force survey","%","3.8","X","Figure from international organizations","Break in series: Methodology revised, Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2012","2012","6121","Value","3023","Labour force survey","%","3.9","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2013","2013","6121","Value","3023","Labour force survey","%","3.8","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2014","2014","6121","Value","3023","Labour force survey","%","3.6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2015","2015","6121","Value","3023","Labour force survey","%","3.9","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2016","2016","6121","Value","3023","Labour force survey","%","3.8","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2017","2017","6121","Value","3023","Labour force survey","%","3.6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2018","2018","6121","Value","3023","Labour force survey","%","3.6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2019","2019","6121","Value","3023","Labour force survey","%","3.4","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2020","2020","6121","Value","3023","Labour force survey","%","3.4","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2021","2021","6121","Value","3023","Labour force survey","%","3.4","X","Figure from international organizations","Break in series: Methodology revised"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","1993","1993","6121","Value","3023","Labour force survey","%","6.3","X","Figure from international organizations","Repository: OECD"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","1994","1994","6121","Value","3023","Labour force survey","%","5.7","X","Figure from international organizations","Repository: OECD"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","1995","1995","6121","Value","3023","Labour force survey","%","5.5","X","Figure from international organizations","Repository: OECD"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","1996","1996","6121","Value","3023","Labour force survey","%","4.9","X","Figure from international organizations","Repository: OECD"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","1997","1997","6121","Value","3023","Labour force survey","%","4.3","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","1998","1998","6121","Value","3023","Labour force survey","%","4.2","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","1999","1999","6121","Value","3023","Labour force survey","%","3.9","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2000","2000","6121","Value","3023","Labour force survey","%","3.8","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2001","2001","6121","Value","3023","Labour force survey","%","3.4","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2002","2002","6121","Value","3023","Labour force survey","%","3.5","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2003","2003","6121","Value","3023","Labour force survey","%","3.2","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2004","2004","6121","Value","3023","Labour force survey","%","3.2","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2005","2005","6121","Value","3023","Labour force survey","%","2.8","X","Figure from international organizations","Break in series: Methodology revised, Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2006","2006","6121","Value","3023","Labour force survey","%","2.8","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2007","2007","6121","Value","3023","Labour force survey","%","2.5","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2008","2008","6121","Value","3023","Labour force survey","%","2.3","X","Figure from international organizations","Break in series: Methodology revised, Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2009","2009","6121","Value","3023","Labour force survey","%","2.2","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2010","2010","6121","Value","3023","Labour force survey","%","1.9","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2011","2011","6121","Value","3023","Labour force survey","%","1.9","X","Figure from international organizations","Break in series: Methodology revised, Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2012","2012","6121","Value","3023","Labour force survey","%","1.9","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2013","2013","6121","Value","3023","Labour force survey","%","2.1","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2014","2014","6121","Value","3023","Labour force survey","%","1.6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2015","2015","6121","Value","3023","Labour force survey","%","1.6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2016","2016","6121","Value","3023","Labour force survey","%","1.7","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2017","2017","6121","Value","3023","Labour force survey","%","1.8","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2018","2018","6121","Value","3023","Labour force survey","%","1.8","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2019","2019","6121","Value","3023","Labour force survey","%","1.7","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2020","2020","6121","Value","3023","Labour force survey","%","1.6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","203","Czechia","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2021","2021","6121","Value","3023","Labour force survey","%","1.5","X","Figure from international organizations","Break in series: Methodology revised"
"OEA","Employment Indicators: Agriculture","180","Democratic Republic of the Congo","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2005","2005","6121","Value","3023","Labour force survey","%","71.5","X","Figure from international organizations","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","180","Democratic Republic of the Congo","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2012","2012","6121","Value","3023","Labour force survey","%","62.1","X","Figure from international organizations","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","180","Democratic Republic of the Congo","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2005","2005","6121","Value","3023","Labour force survey","%","63.5","X","Figure from international organizations","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","180","Democratic Republic of the Congo","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2012","2012","6121","Value","3023","Labour force survey","%","54.3","X","Figure from international organizations","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","180","Democratic Republic of the Congo","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2005","2005","6121","Value","3023","Labour force survey","%","79.4","X","Figure from international organizations","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","180","Democratic Republic of the Congo","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2012","2012","6121","Value","3023","Labour force survey","%","70.1","X","Figure from international organizations","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1972","1972","6121","Value","3023","Labour force survey","%","9.8","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1973","1973","6121","Value","3023","Labour force survey","%","9.5","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1974","1974","6121","Value","3023","Labour force survey","%","9.6","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1975","1975","6121","Value","3023","Labour force survey","%","9.8","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1976","1976","6121","Value","3023","Labour force survey","%","9.3","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1977","1977","6121","Value","3023","Labour force survey","%","9.1","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1978","1978","6121","Value","3023","Labour force survey","%","8.7","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1979","1979","6121","Value","3023","Labour force survey","%","7.2","X","Figure from international organizations","Break in series: Other or unspecified type of break, Data reference period: Second quarter Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1981","1981","6121","Value","3023","Labour force survey","%","7.4","X","Figure from international organizations","Data reference period: Second quarter Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1992","1992","6121","Value","3023","Labour force survey","%","5.2","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1993","1993","6121","Value","3023","Labour force survey","%","5.1","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1994","1994","6121","Value","3023","Labour force survey","%","5","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1995","1995","6121","Value","3023","Labour force survey","%","4.4","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1996","1996","6121","Value","3023","Labour force survey","%","3.9","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1997","1997","6121","Value","3023","Labour force survey","%","3.7","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1998","1998","6121","Value","3023","Labour force survey","%","3.7","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1999","1999","6121","Value","3023","Labour force survey","%","3.3","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2000","2000","6121","Value","3023","Labour force survey","%","3.7","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2001","2001","6121","Value","3023","Labour force survey","%","3.5","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2002","2002","6121","Value","3023","Labour force survey","%","3.2","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2003","2003","6121","Value","3023","Labour force survey","%","3.3","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2004","2004","6121","Value","3023","Labour force survey","%","3.3","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2005","2005","6121","Value","3023","Labour force survey","%","3.2","X","Figure from international organizations","Break in series: Methodology revised, Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2006","2006","6121","Value","3023","Labour force survey","%","3.1","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2007","2007","6121","Value","3023","Labour force survey","%","3","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2008","2008","6121","Value","3023","Labour force survey","%","2.7","X","Figure from international organizations","Break in series: Methodology revised, Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2009","2009","6121","Value","3023","Labour force survey","%","2.8","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2010","2010","6121","Value","3023","Labour force survey","%","2.5","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2011","2011","6121","Value","3023","Labour force survey","%","2.4","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2012","2012","6121","Value","3023","Labour force survey","%","2.6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2013","2013","6121","Value","3023","Labour force survey","%","2.6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2014","2014","6121","Value","3023","Labour force survey","%","2.5","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2015","2015","6121","Value","3023","Labour force survey","%","2.5","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2016","2016","6121","Value","3023","Labour force survey","%","2.3","X","Figure from international organizations","Break in series: Methodology revised, Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2017","2017","6121","Value","3023","Labour force survey","%","2.1","X","Figure from international organizations","Break in series: Methodology revised, Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2018","2018","6121","Value","3023","Labour force survey","%","2.2","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2019","2019","6121","Value","3023","Labour force survey","%","2.2","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2020","2020","6121","Value","3023","Labour force survey","%","2.1","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2021","2021","6121","Value","3023","Labour force survey","%","2","X","Figure from international organizations","Break in series: Methodology revised"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1972","1972","6121","Value","3023","Labour force survey","%","12","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1973","1973","6121","Value","3023","Labour force survey","%","11.6","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1974","1974","6121","Value","3023","Labour force survey","%","12","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1975","1975","6121","Value","3023","Labour force survey","%","12.1","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1976","1976","6121","Value","3023","Labour force survey","%","11.7","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1977","1977","6121","Value","3023","Labour force survey","%","11.4","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1978","1978","6121","Value","3023","Labour force survey","%","10.8","X","Figure from international organizations","Data reference period: October Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1979","1979","6121","Value","3023","Labour force survey","%","10","X","Figure from international organizations","Break in series: Other or unspecified type of break, Data reference period: Second quarter Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
"OEA","Employment Indicators: Agriculture","208","Denmark","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1981","1981","6121","Value","3023","Labour force survey","%","10.5","X","Figure from international organizations","Data reference period: Second quarter Population coverage: Excluding armed forces and/or conscripts Age coverage - maximum age: 74 years old"
