,Country,Element,Item,Year,Unit,Value,Continent
605,Switzerland,Production,Cereals n.e.c.,2017,tonnes,96.0,Europe
606,Switzerland,Production,Cereals n.e.c.,2018,tonnes,87.0,Europe
607,Switzerland,Production,Cereals n.e.c.,2019,tonnes,805.0,Europe
608,Switzerland,Production,Cereals n.e.c.,2020,tonnes,825.0,Europe
609,Switzerland,Production,Cereals n.e.c.,2021,tonnes,575.0,Europe
610,Thailand,Production,Cereals n.e.c.,2010,tonnes,210000.0,Asia
611,Thailand,Production,Cereals n.e.c.,2011,tonnes,205000.0,Asia
612,Thailand,Production,Cereals n.e.c.,2012,tonnes,215000.0,Asia
613,Thailand,Production,Cereals n.e.c.,2013,tonnes,220000.0,Asia
614,Thailand,Production,Cereals n.e.c.,2014,tonnes,228851.64,Asia
615,Thailand,Production,Cereals n.e.c.,2015,tonnes,260516.92,Asia
616,Thailand,Production,Cereals n.e.c.,2016,tonnes,236456.19,Asia
617,Thailand,Production,Cereals n.e.c.,2017,tonnes,235420.42,Asia
618,Thailand,Production,Cereals n.e.c.,2018,tonnes,244131.17,Asia
619,Thailand,Production,Cereals n.e.c.,2019,tonnes,238669.26,Asia
620,Thailand,Production,Cereals n.e.c.,2020,tonnes,239406.95,Asia
621,Thailand,Production,Cereals n.e.c.,2021,tonnes,240735.8,Asia
646,Ukraine,Production,Cereals n.e.c.,2010,tonnes,5800.0,Europe
647,Ukraine,Production,Cereals n.e.c.,2011,tonnes,6000.0,Europe
648,Ukraine,Production,Cereals n.e.c.,2012,tonnes,11660.0,Europe
649,Ukraine,Production,Cereals n.e.c.,2013,tonnes,3800.0,Europe
650,Ukraine,Production,Cereals n.e.c.,2014,tonnes,10370.0,Europe
651,Ukraine,Production,Cereals n.e.c.,2015,tonnes,3700.0,Europe
652,Ukraine,Production,Cereals n.e.c.,2016,tonnes,6370.0,Europe
653,Ukraine,Production,Cereals n.e.c.,2017,tonnes,6813.33,Europe
654,Ukraine,Production,Cereals n.e.c.,2018,tonnes,5627.78,Europe
655,Ukraine,Production,Cereals n.e.c.,2019,tonnes,6270.37,Europe
656,Ukraine,Production,Cereals n.e.c.,2020,tonnes,6237.16,Europe
657,Ukraine,Production,Cereals n.e.c.,2021,tonnes,6045.1,Europe
658,Uzbekistan,Production,Cereals n.e.c.,2010,tonnes,29500.0,Asia
659,Uzbekistan,Production,Cereals n.e.c.,2011,tonnes,5000.0,Asia
660,Uzbekistan,Production,Cereals n.e.c.,2012,tonnes,6000.0,Asia
661,Uzbekistan,Production,Cereals n.e.c.,2013,tonnes,6881.0,Asia
662,Uzbekistan,Production,Cereals n.e.c.,2014,tonnes,7200.0,Asia
663,Uzbekistan,Production,Cereals n.e.c.,2015,tonnes,12000.0,Asia
664,Uzbekistan,Production,Cereals n.e.c.,2016,tonnes,13000.0,Asia
665,Uzbekistan,Production,Cereals n.e.c.,2017,tonnes,13500.0,Asia
666,Uzbekistan,Production,Cereals n.e.c.,2018,tonnes,12500.0,Asia
667,Uzbekistan,Production,Cereals n.e.c.,2019,tonnes,12750.0,Asia
668,Uzbekistan,Production,Cereals n.e.c.,2020,tonnes,13044.34,Asia
669,Uzbekistan,Production,Cereals n.e.c.,2021,tonnes,11977.42,Asia
670,Yemen,Production,Cereals n.e.c.,2010,tonnes,0.0,Asia
671,Yemen,Production,Cereals n.e.c.,2011,tonnes,0.0,Asia
672,Yemen,Production,Cereals n.e.c.,2012,tonnes,0.0,Asia
673,Yemen,Production,Cereals n.e.c.,2013,tonnes,0.0,Asia
674,Yemen,Production,Cereals n.e.c.,2014,tonnes,0.0,Asia
675,Yemen,Production,Cereals n.e.c.,2015,tonnes,0.0,Asia
676,Yemen,Production,Cereals n.e.c.,2016,tonnes,0.0,Asia
677,Yemen,Production,Cereals n.e.c.,2017,tonnes,0.0,Asia
678,Yemen,Production,Cereals n.e.c.,2018,tonnes,0.0,Asia
679,Yemen,Production,Cereals n.e.c.,2019,tonnes,0.0,Asia
680,Yemen,Production,Cereals n.e.c.,2020,tonnes,0.0,Asia
681,Yemen,Production,Cereals n.e.c.,2021,tonnes,0.0,Asia
