ID;airport_name;city;country;IATA;ICAO;latitude;longitude;altitude;timezone;DST;tz_database_timezone;type;source;flights_planned;flights_cancelled;flights_delayed;delay_duration
3518;Felker Army Air Field;Fort Eustis;United States;FAF;KFAF;37.132499694799996;-76.60880279540001;12;-5;A;America/New_York;airport;OurAirports;29;0;3;51.0
3526;Elizabeth City Regional Airport & Coast Guard Air Station;Elizabeth City;United States;ECG;KECG;36.26060104;-76.17459869;12;-5;A;America/New_York;airport;OurAirports;31;0;7;31.0
3919;Sultan Aji Muhamad Sulaiman Airport;Balikpapan;Indonesia;BPN;WALL;-1.26827001572;116.893997192;12;8;N;Asia/Makassar;airport;OurAirports;18;1;3;90.0
4006;Tweed New Haven Airport;New Haven;United States;HVN;KHVN;41.26369858;-72.88680267;12;-5;A;America/New_York;airport;OurAirports;31;0;7;33.0
4069;L.F. Wade International International Airport;Bermuda;Bermuda;BDA;TXKF;32.36399841308594;-64.67870330810547;12;-4;A;Atlantic/Bermuda;airport;OurAirports;20;0;2;73.0
4201;Dipolog Airport;Dipolog;Philippines;DPL;RPMG;8.60198349877;123.341875076;12;8;N;Asia/Manila;airport;OurAirports;20;0;4;96.0
5430;Momote Airport;Momote;Papua New Guinea;MAS;AYMO;-2.06189;147.423996;12;10;U;Pacific/Port_Moresby;airport;OurAirports;22;0;5;58.0
5590;Værøy Heliport;Værøy;Norway;VRY;ENVR;67.654555;12.727257;12;1;E;Europe/Oslo;airport;OurAirports;7;0;3;20.0
6023;Calbayog Airport;Calbayog City;Philippines;CYP;RPVC;12.072699546813965;124.54499816894531;12;8;N;Asia/Manila;airport;OurAirports;14;0;5;101.0
6053;Reyes Murillo Airport;Nuquí;Colombia;NQU;SKNQ;5.6964;-77.2806;12;-5;U;America/Bogota;airport;OurAirports;13;0;1;38.0
6320;Port Macquarie Airport;Port Macquarie;Australia;PQQ;YPMQ;-31.4358005524;152.863006592;12;10;O;Australia/Sydney;airport;OurAirports;31;0;3;42.0
6723;Shishmaref Airport;Shishmaref;United States;SHH;PASH;66.249604;-166.089112;12;-9;A;America/Anchorage;airport;OurAirports;31;0;1;112.0
6945;Drake Bay Airport;Puntarenas;Costa Rica;DRK;MRDK;8.71889019012;-83.6417007446;12;-6;N;America/Costa_Rica;airport;OurAirports;23;0;2;78.0
7093;Eek Airport;Eek;United States;EEK;PAEE;60.21367264;-162.0438843;12;-9;A;America/Anchorage;airport;OurAirports;62;0;10;33.0
7198;Yakataga Airport;Yakataga;United States;CYT;PACY;60.080974;-142.494541;12;-9;A;America/Anchorage;airport;OurAirports;29;0;1;32.0
7946;Tureia Airport;Tureia;French Polynesia;ZTA;NTGY;-20.78969955444336;-138.57000732421875;12;-10;N;\N;airport;OurAirports;31;0;15;49.0
8352;Rottnest Island Airport;Rottnest Island;Australia;RTS;YRTI;-32.006699;115.540001;12;8;O;Australia/Perth;airport;OurAirports;30;0;8;61.0
8785;Sondok Airport;Hamhung;North Korea;DSO;ZKSD;39.745201;127.473999;12;8.5;U;Asia/Pyongyang;airport;OurAirports;50;0;8;71.0
8830;Orang Airport;Chongjin;North Korea;RGO;ZKHM;41.428538;129.647555;12;8.5;U;Asia/Pyongyang;airport;OurAirports;17;0;3;68.0
8984;Shute Harbour Airport;Shute Harbour;Australia;JHQ;YSHR;-20.277221;148.755556;12;10;O;Australia/Brisbane;airport;OurAirports;30;0;3;26.0
9413;Mt Pleasant Regional-Faison field;Mount Pleasant;United States;\N;KLRO;32.89780045;-79.78289795;12;-5;A;America/New_York;airport;OurAirports;43;0;10;33.0
11927;Bislig Airport;;Philippines;BPH;RPMF;8.19594955444336;126.3219985961914;12;\N;\N;\N;airport;OurAirports;17;2;7;98.0
13335;Caloundra Airport;Caloundra;Australia;CUD;YCDR;-26.799999237060547;153.10000610351562;12;10;N;\N;airport;OurAirports;30;0;9;81.0
13630;Tatakoto Airport;Tatakoto;French Polynesia;TKV;NTGO;-17.355300903320312;-138.44500732421875;12;-10;N;\N;airport;OurAirports;18;1;4;127.0
310;Ostend-Bruges International Airport;Ostend;Belgium;OST;EBOS;51.198898315399994;2.8622200489;13;1;E;Europe/Brussels;airport;OurAirports;18;1;9;54.0
509;Lydd Airport;Lydd;United Kingdom;LYX;EGMD;50.95610046386719;0.9391670227050781;13;0;E;Europe/London;airport;OurAirports;68;0;2;24.0
890;Bata Airport;Bata;Equatorial Guinea;BSG;FGBT;1.9054700136184692;9.805680274963379;13;1;N;Africa/Malabo;airport;OurAirports;30;0;3;33.0
932;Maroantsetra Airport;Maroantsetra;Madagascar;WMN;FMNR;-15.436699867248535;49.68830108642578;13;3;U;Indian/Antananarivo;airport;OurAirports;19;0;5;70.0
967;Port Gentil Airport;Port Gentil;Gabon;POG;FOOG;-0.7117390036582947;8.754380226135254;13;1;N;Africa/Libreville;airport;OurAirports;18;0;1;399.0
1325;Propriano Airport;Propriano;France;PRP;LFKO;41.66059875488281;8.889749526977539;13;1;E;Europe/Paris;airport;OurAirports;18;0;2;19.0
1349;Cannes-Mandelieu Airport;Cannes;France;CEQ;LFMD;43.542;6.95348;13;1;E;Europe/Paris;airport;OurAirports;78;1;3;58.0
1422;Saint-Nazaire-Montoir Airport;St.-nazaire;France;SNR;LFRZ;47.3105556;-2.1566667;13;1;E;Europe/Paris;airport;OurAirports;22;0;7;57.0
1519;Cagliari Elmas Airport;Cagliari;Italy;CAG;LIEE;39.251499;9.05428;13;1;E;Europe/Rome;airport;OurAirports;23;0;4;122.0
1528;Genoa Cristoforo Colombo Airport;Genoa;Italy;GOA;LIMJ;44.4133;8.8375;13;1;E;Europe/Rome;airport;OurAirports;46;1;9;34.0
1555;Leonardo da Vinci–Fiumicino Airport;Rome;Italy;FCO;LIRF;41.8002778;12.2388889;13;1;E;Europe/Rome;airport;OurAirports;68;1;7;67.0
1732;Kaklıç Airport;Izmir;Turkey;\N;LTFA;38.517601013183594;26.977399826049805;13;3;E;Europe/Istanbul;airport;OurAirports;29;0;11;38.0
1901;Jardines Del Rey Airport;Cunagua;Cuba;CCC;MUCC;22.461000442499998;-78.32839965820001;13;-5;U;America/Havana;airport;OurAirports;18;0;5;32.0
1919;Joaquín de Agüero Airport;Santa Lucia;Cuba;\N;MUSL;21.509455906699998;-77.02059745790001;13;-5;U;America/Havana;airport;OurAirports;31;0;10;68.0
1943;North Eleuthera Airport;North Eleuthera;Bahamas;ELH;MYEH;25.474899292;-76.6835021973;13;-5;U;America/Nassau;airport;OurAirports;18;0;6;53.0
1977;Fakarava Airport;Fakarava;French Polynesia;FAV;NTGF;-16.054100036621094;-145.65699768066406;13;-10;U;Pacific/Tahiti;airport;OurAirports;31;0;5;44.0
1986;Takaroa Airport;Takaroa;French Polynesia;TKX;NTKR;-14.45580005645752;-145.02499389648438;13;-10;U;Pacific/Tahiti;airport;OurAirports;29;0;7;37.0
2034;Tauranga Airport;Tauranga;New Zealand;TRG;NZTG;-37.67190170288086;176.1959991455078;13;12;Z;Pacific/Auckland;airport;OurAirports;91;0;7;27.0
2046;Westport Airport;Westport;New Zealand;WSZ;NZWS;-41.73809814453125;171.58099365234375;13;12;Z;Pacific/Auckland;airport;OurAirports;31;0;4;34.0
2083;Ras Mishab Airport;Rash Mishab;Saudi Arabia;\N;OERM;28.079599380493164;48.611000061035156;13;3;U;Asia/Riyadh;airport;OurAirports;90;0;5;34.0
2253;Henderson Field;Midway;Midway Islands;MDY;PMDY;28.20170021057129;-177.38099670410156;13;-11;U;Pacific/Midway;airport;OurAirports;30;0;5;24.0
2339;Ozuki Airport;Ozuki;Japan;\N;RJOZ;34.0452995300293;131.052001953125;13;9;U;Asia/Tokyo;airport;OurAirports;161;1;21;48.0
2411;Mamburao Airport;Mamburao;Philippines;MBO;RPUM;13.208100318908691;120.6050033569336;13;8;N;Asia/Manila;airport;OurAirports;30;0;7;71.0
2666;Chaitén Airport;Chaiten;Chile;WCH;SCTN;-42.93280029296875;-72.6990966796875;13;-4;S;America/Santiago;airport;OurAirports;152;0;19;38.0
2876;Canefield Airport;Canefield;Dominica;DCF;TDCF;15.336700439453125;-61.3922004699707;13;-4;U;America/Dominica;airport;OurAirports;7;0;3;25.0
2899;Princess Juliana International Airport;Philipsburg;Netherlands Antilles;SXM;TNCM;18.041000366200002;-63.1088981628;13;-4;U;America/Curacao;airport;OurAirports;145;1;14;41.0
3320;Brisbane International Airport;Brisbane;Australia;BNE;YBBN;-27.384199142456055;153.11700439453125;13;10;N;Australia/Brisbane;airport;OurAirports;92;0;8;49.0
3336;Hobart International Airport;Hobart;Australia;HBA;YMHB;-42.836101532;147.509994507;13;10;O;Australia/Melbourne;airport;OurAirports;149;1;12;44.0
3374;Shenzhen Bao'an International Airport;Shenzhen;China;SZX;ZGSZ;22.639299392700195;113.81099700927734;13;8;U;Asia/Shanghai;airport;OurAirports;90;2;8;40.0
3387;Ningbo Lishe International Airport;Ninbo;China;NGB;ZSNB;29.82670021057129;121.46199798583984;13;8;U;Asia/Shanghai;airport;OurAirports;77;0;17;40.0
3406;Shanghai Pudong International Airport;Shanghai;China;PVG;ZSPD;31.143400192260742;121.80500030517578;13;8;U;Asia/Shanghai;airport;OurAirports;92;2;8;60.0
3455;Port Angeles Cgas Airport;Port Angeles;United States;\N;KNOW;48.14149856567383;-123.41400146484375;13;-8;A;America/Los_Angeles;airport;OurAirports;65;1;5;35.0
3464;Fort Lauderdale Executive Airport;Fort Lauderdale;United States;FXE;KFXE;26.1972999573;-80.1707000732;13;-5;A;America/New_York;airport;OurAirports;93;1;8;26.0
3469;San Francisco International Airport;San Francisco;United States;SFO;KSFO;37.61899948120117;-122.375;13;-8;A;America/Los_Angeles;airport;OurAirports;77;0;8;46.0
3511;Point Mugu Naval Air Station (Naval Base Ventura Co);Point Mugu;United States;NTD;KNTD;34.120300293;-119.121002197;13;-8;A;America/Los_Angeles;airport;OurAirports;91;0;16;34.0
3721;Dade Collier Training and Transition Airport;Miami;United States;TNT;KTNT;25.861799240112;-80.897003173828;13;-5;A;America/New_York;airport;OurAirports;65;7;13;31.0
3728;Daniel K Inouye International Airport;Honolulu;United States;HNL;PHNL;21.32062;-157.924228;13;-10;N;Pacific/Honolulu;airport;OurAirports;93;0;8;25.0
3797;John F Kennedy International Airport;New York;United States;JFK;KJFK;40.63980103;-73.77890015;13;-5;A;America/New_York;airport;OurAirports;34;6;3;106.0
3831;Boca Raton Airport;Boca Raton;United States;BCT;KBCT;26.3784999847;-80.1076965332;13;-5;A;America/New_York;airport;OurAirports;93;0;13;66.0
3933;Nakhon Si Thammarat Airport;Nakhon Si Thammarat;Thailand;NST;VTSF;8.539620399475098;99.9447021484375;13;7;U;Asia/Bangkok;airport;OurAirports;58;1;11;53.0
3949;Santa Barbara Municipal Airport;Santa Barbara;United States;SBA;KSBA;34.42620087;-119.8399963;13;-8;A;America/Los_Angeles;airport;OurAirports;154;6;11;51.0
5412;Nusatupe Airport;Gizo;Solomon Islands;GZO;AGGN;-8.09778022766;156.863998413;13;11;U;Pacific/Guadalcanal;airport;OurAirports;34;0;5;23.0
5807;JAGS McCartney International Airport;Cockburn Town;Turks and Caicos Islands;GDT;MBGT;21.444499969482422;-71.14230346679688;13;-4;U;America/Grand_Turk;airport;OurAirports;153;4;14;79.0
5867;Cicia Airport;Cicia;Fiji;ICI;NFCI;-17.7432994843;-179.341995239;13;12;U;Pacific/Fiji;airport;OurAirports;92;0;24;41.0
5871;Moala Airport;Moala;Fiji;MFJ;NFMO;-18.566699981699998;179.951004028;13;12;U;Pacific/Fiji;airport;OurAirports;146;1;17;46.0
5990;Eniwetok Airport;Eniwetok Atoll;Marshall Islands;ENT;PKMA;11.340700149536133;162.3280029296875;13;12;U;Pacific/Majuro;airport;OurAirports;38;0;20;60.0
6020;San Fernando Airport;San Fernando;Philippines;SFE;RPUS;16.595600128173828;120.3030014038086;13;8;N;Asia/Manila;airport;OurAirports;147;2;31;47.0
6112;Amderma Airport;Amderma;Russia;AMV;ULDD;69.76329803466797;61.556400299072266;13;3;N;Europe/Moscow;airport;OurAirports;120;2;30;48.0
6217;Mukah Airport;Mukah;Malaysia;MKM;WBGK;2.90639;112.080002;13;8;N;Asia/Kuala_Lumpur;airport;OurAirports;98;0;10;31.0
6251;Carnarvon Airport;Carnarvon;Australia;CVQ;YCAR;-24.880211;113.67174;13;8;O;Australia/Perth;airport;OurAirports;35;0;9;64.0
6716;Hooper Bay Airport;Hooper Bay;United States;HPB;PAHP;61.52389908;-166.1470032;13;-9;A;America/Anchorage;airport;OurAirports;84;0;20;30.0
6719;Kivalina Airport;Kivalina;United States;KVL;PAVL;67.73619842529297;-164.56300354003906;13;-9;A;America/Anchorage;airport;OurAirports;93;1;18;50.0
7087;Emmonak Airport;Emmonak;United States;EMK;PAEM;62.78609848;-164.4909973;13;-9;A;America/Anchorage;airport;OurAirports;72;1;12;34.0
7423;Mayumba Airport;Mayumba;Gabon;MYB;FOOY;-3.4584197998046875;10.674076080322266;13;1;U;Africa/Libreville;airport;OurAirports;85;0;16;31.0
7523;First Flight Airport;Kill Devil Hills;United States;FFA;KFFA;36.0181999207;-75.67130279540001;13;-5;A;America/New_York;airport;OurAirports;48;1;19;62.0
7723;Venice-Lido Airport;Venice;Italy;\N;LIPV;45.428299;12.3881;13;1;E;Europe/Rome;airport;OurAirports;58;0;3;32.0
7879;Phillip Island Airport;Phillip Island;Australia;\N;YPID;-38.52330017089844;145.32699584960938;13;10;O;Australia/Hobart;airport;OurAirports;58;0;16;58.0
7912;Cooinda Airport;Cooinda;Australia;CDA;YCOO;-12.903300285339355;132.53199768066406;13;9.5;U;Australia/Darwin;airport;OurAirports;18;0;3;51.0
9394;Norðfjörður Airport;Nordfjordur;Iceland;NOR;BINF;65.13189697265625;-13.746399879455566;13;0;E;Atlantic/Reykjavik;airport;OurAirports;83;2;18;33.0
9417;Dare County Regional Airport;Manteo;United States;MEO;KMQI;35.91899872;-75.69550323;13;-5;A;America/New_York;airport;OurAirports;58;0;18;45.0
10171;Las Brujas Airport;Cayo Santa Maria;Cuba;BWW;MUBR;22.621299743699996;-79.1472015381;13;-5;A;\N;airport;OurAirports;85;3;38;44.0
10545;Ubatuba Airport;Ubatuba;Brazil;UBT;SDUB;-23.441099166870117;-45.075599670410156;13;-3;S;\N;airport;OurAirports;63;0;8;64.0
10753;Haast Aerodrome;Haast;New Zealand;\N;NZHT;-43.865299224853516;169.04100036621094;13;12;Z;\N;airport;OurAirports;59;0;12;29.0
11051;Hamad International Airport;Doha;Qatar;DOH;OTHH;25.273056;51.608056;13;3;N;\N;airport;OurAirports;60;0;11;62.0
11179;Maricá Airport;Marica;Brazil;\N;SDMC;-22.9195;-42.830898;13;-3;S;\N;airport;OurAirports;23;1;6;64.0
13629;Kauehi Airport;Kauehi;French Polynesia;KHZ;NTKA;-15.780799865722656;-145.12399291992188;13;-10;N;\N;airport;OurAirports;52;0;1;86.0
156;Vancouver International Airport;Vancouver;Canada;YVR;CYVR;49.193901062;-123.183998108;14;-8;A;America/Vancouver;airport;OurAirports;19;0;1;58.0
353;Bremen Airport;Bremen;Germany;BRE;EDDW;53.0475006104;8.78666973114;14;1;E;Europe/Berlin;airport;OurAirports;25;0;3;25.0
413;Kuressaare Airport;Kuressaare;Estonia;URE;EEKE;58.22990036010742;22.50950050354004;14;2;E;Europe/Tallinn;airport;OurAirports;55;1;7;47.0
584;Drachten Airport;Drachten;Netherlands;\N;EHDR;53.1192016602;6.12972021103;14;1;E;Europe/Amsterdam;airport;OurAirports;74;1;4;23.0
1465;Limnos Airport;Limnos;Greece;LXS;LGLM;39.917098999;25.236299514799995;14;2;E;Europe/Athens;airport;OurAirports;64;1;20;44.0
1958;Aitutaki Airport;Aitutaki;Cook Islands;AIT;NCAI;-18.830900192260742;-159.76400756835938;14;-10;U;Pacific/Rarotonga;airport;OurAirports;27;0;3;20.0
1978;Manihi Airport;Manihi;French Polynesia;XMH;NTGI;-14.436800003051758;-146.07000732421875;14;-10;U;Pacific/Tahiti;airport;OurAirports;27;0;8;51.0
2187;Zirku Airport;Zirku;United Arab Emirates;\N;OMAZ;24.862491607666016;53.07714080810547;14;4;U;Asia/Dubai;airport;OurAirports;88;0;11;45.0
2409;San Jose Airport;San Jose;Philippines;SJI;RPUH;12.361499786399998;121.04699707;14;8;N;Asia/Manila;airport;OurAirports;35;0;5;31.0
2430;Kalibo International Airport;Kalibo;Philippines;KLO;RPVK;11.679400444;122.375999451;14;8;N;Asia/Manila;airport;OurAirports;89;0;24;51.0
2835;Cumaná (Antonio José de Sucre) Airport;Cumana;Venezuela;CUM;SVCU;10.450332641601562;-64.1304702758789;14;-4;U;America/Caracas;airport;OurAirports;89;1;29;40.0
2894;Hewanorra International Airport;Hewandorra;Saint Lucia;UVF;TLPL;13.7332;-60.952599;14;-4;U;America/St_Lucia;airport;OurAirports;89;1;37;38.0
3130;Agatti Airport;Agatti Island;India;AGX;VOAT;10.823699951171875;72.1760025024414;14;5.5;N;Asia/Calcutta;airport;OurAirports;89;1;22;34.0
3146;Vir Savarkar International Airport;Port Blair;India;IXZ;VOPB;11.641200065612793;92.72969818115234;14;5.5;N;Asia/Calcutta;airport;OurAirports;97;0;12;27.0
3264;Limbang Airport;Limbang;Malaysia;LMN;WBGJ;4.808300018310547;115.01000213623047;14;8;N;Asia/Kuala_Lumpur;airport;OurAirports;66;0;26;50.0
3340;RAAF Williams, Point Cook Base;Point Cook;Australia;\N;YMPC;-37.932201;144.753006;14;10;O;Australia/Hobart;airport;OurAirports;11;0;1;19.0
3522;Palacios Municipal Airport;Palacios;United States;PSX;KPSX;28.727500915527;-96.250999450684;14;-6;A;America/Chicago;airport;OurAirports;61;0;19;38.0
3583;Dillingham Airfield;Dillingham;United States;HDH;PHDH;21.5795001984;-158.197006226;14;-10;A;Pacific/Honolulu;airport;OurAirports;22;0;6;38.0
3593;Palm Beach County Park Airport;West Palm Beach;United States;LNA;KLNA;26.59300041;-80.08509827;14;-5;A;America/New_York;airport;OurAirports;93;0;32;35.0
3693;Ralph Wien Memorial Airport;Kotzebue;United States;OTZ;PAOT;66.88469696;-162.598999;14;-9;A;America/Anchorage;airport;OurAirports;24;0;9;35.0
3789;Mac Dill Air Force Base;Tampa;United States;MCF;KMCF;27.84930038;-82.52120209;14;-5;A;America/New_York;airport;OurAirports;68;0;33;46.0
3940;Ngurah Rai (Bali) International Airport;Denpasar;Indonesia;DPS;WADD;-8.7481698989868;115.16699981689;14;8;N;Asia/Makassar;airport;OurAirports;7;0;1;33.0
5573;Penzance Heliport;Penzance;United Kingdom;PZE;EGHK;50.128101;-5.51845;14;0;E;Europe/London;airport;OurAirports;17;0;7;38.0
5583;Rørvik Airport, Ryum;Rørvik;Norway;RVK;ENRM;64.838302612305;11.14610004425;14;1;E;Europe/Oslo;airport;OurAirports;21;0;2;21.0
5643;Oranjemund Airport;Oranjemund;Namibia;OMD;FYOG;-28.5847;16.446699;14;1;S;Africa/Windhoek;airport;OurAirports;60;0;14;39.0
5662;Sherbro International Airport;Bonthe;Sierra Leone;BTE;GFBN;7.5324201583862305;-12.518899917602539;14;0;N;Africa/Freetown;airport;OurAirports;31;0;8;33.0
6079;Vance W. Amory International Airport;Charlestown;Saint Kitts and Nevis;NEV;TKPN;17.205699920654297;-62.589900970458984;14;-4;U;America/St_Kitts;airport;OurAirports;58;0;5;141.0
6239;Badu Island Airport;Badu Island;Australia;BDD;YBAU;-10.149999618499999;142.1734;14;10;O;Australia/Brisbane;airport;OurAirports;119;1;17;42.0
6302;Moruya Airport;Moruya;Australia;MYA;YMRY;-35.8978004456;150.143997192;14;10;O;Australia/Sydney;airport;OurAirports;20;0;2;42.0
7203;Nelson Lagoon Airport;Nelson Lagoon;United States;NLG;PAOU;56.007499694824;-161.16000366211;14;-9;A;America/Anchorage;airport;OurAirports;31;0;25;57.0
7209;Scammon Bay Airport;Scammon Bay;United States;SCM;PACM;61.845298767100005;-165.570999146;14;-9;A;America/Anchorage;airport;OurAirports;86;2;16;35.0
7674;Wake Island Airfield;Wake island;Wake Island;AWK;PWAK;19.282100677490234;166.63600158691406;14;-10;U;Pacific/Johnston;airport;OurAirports;19;0;3;51.0
8476;Wyndham Airport;Wyndham;Australia;WYN;YWYM;-15.51140022277832;128.1529998779297;14;8;U;Australia/Perth;airport;OurAirports;88;0;21;42.0
145;Tuktoyaktuk Airport;Tuktoyaktuk;Canada;YUB;CYUB;69.43329620361328;-133.0260009765625;15;-7;A;America/Edmonton;airport;OurAirports;21;1;0;
467;George Best Belfast City Airport;Belfast;United Kingdom;BHD;EGAC;54.618099212646484;-5.872499942779541;15;0;E;Europe/London;airport;OurAirports;85;0;23;49.0
958;Soyo Airport;Soyo;Angola;SZA;FNSO;-6.141089916229248;12.371800422668457;15;1;N;Africa/Luanda;airport;OurAirports;31;0;0;
1450;Chios Island National Airport;Chios;Greece;JKH;LGHI;38.34320068359375;26.140600204467773;15;2;E;Europe/Athens;airport;OurAirports;26;0;8;68.0
1488;"Zakynthos International Airport ""Dionysios Solomos""";Zakynthos;Greece;ZTH;LGZA;37.7509;20.8843;15;2;E;Europe/Athens;airport;OurAirports;31;1;1;119.0
1738;Gibraltar Airport;Gibraltar;Gibraltar;GIB;LXGB;36.1511993408;-5.3496599197400005;15;1;N;Europe/Gibraltar;airport;OurAirports;85;0;27;46.0
1754;Providenciales Airport;Providenciales;Turks and Caicos Islands;PLS;MBPV;21.77359962463379;-72.26589965820312;15;-4;U;America/Grand_Turk;airport;OurAirports;19;1;3;55.0
1761;Gregorio Luperon International Airport;Puerto Plata;Dominican Republic;POP;MDPP;19.75790023803711;-70.56999969482422;15;-4;U;America/Santo_Domingo;airport;OurAirports;27;0;9;40.0
1800;Cozumel International Airport;Cozumel;Mexico;CZM;MMCZ;20.52239990234375;-86.92559814453125;15;-5;S;America/Cancun;airport;OurAirports;63;1;24;38.0
1955;Rum Cay Airport;Port Nelson;Bahamas;RCY;MYRP;23.68440055847168;-74.83619689941406;15;-5;U;America/Nassau;airport;OurAirports;88;0;31;38.0
1957;Philip S. W. Goldson International Airport;Belize City;Belize;BZE;MZBZ;17.539100646972656;-88.30819702148438;15;-6;U;America/Belize;airport;OurAirports;19;0;7;40.0
1994;Maupiti Airport;Maupiti;French Polynesia;MAU;NTTP;-16.42650032043457;-152.24400329589844;15;-10;U;Pacific/Tahiti;airport;OurAirports;26;0;10;29.0
2012;Gisborne Airport;Gisborne;New Zealand;GIS;NZGS;-38.663299560546875;177.97799682617188;15;12;Z;Pacific/Auckland;airport;OurAirports;124;1;19;84.0
2108;Asaloyeh Airport;Golbandi;Iran;\N;OIBI;27.4814;52.615501;15;3.5;E;Asia/Tehran;airport;OurAirports;31;0;17;34.0
2185;Arzanah Airport;Arzana;United Arab Emirates;\N;OMAR;24.780500411987305;52.559898376464844;15;4;U;Asia/Dubai;airport;OurAirports;111;0;17;53.0
2313;Nagasaki Airport;Nagasaki;Japan;NGS;RJFU;32.916900634799994;129.914001465;15;9;U;Asia/Tokyo;airport;OurAirports;8;0;0;
2328;Izumo Airport;Izumo;Japan;IZO;RJOC;35.4136009216;132.88999939;15;9;U;Asia/Tokyo;airport;OurAirports;35;0;6;40.0
2347;Sendai Airport;Sendai;Japan;SDJ;RJSS;38.1397018433;140.917007446;15;9;U;Asia/Tokyo;airport;OurAirports;83;0;13;27.0
2425;Sibulan Airport;Dumaguete;Philippines;DGT;RPVD;9.3337097168;123.300003052;15;8;N;Asia/Manila;airport;OurAirports;94;0;31;36.0
2569;Bahia - Jorge Amado Airport;Ilheus;Brazil;IOS;SBIL;-14.815999984741;-39.033199310303;15;-3;S;America/Fortaleza;airport;OurAirports;21;0;6;42.0
2576;Lauro Carneiro de Loyola Airport;Joinville;Brazil;JOI;SBJV;-26.22450065612793;-48.797401428222656;15;-3;S;America/Sao_Paulo;airport;OurAirports;28;1;8;31.0
2903;Terrance B. Lettsome International Airport;Tortola;British Virgin Islands;EIS;TUPJ;18.444799423217773;-64.54299926757812;15;-4;U;America/Tortola;airport;OurAirports;75;0;15;42.0
3066;Vishakhapatnam Airport;Vishakhapatnam;India;VTZ;VEVZ;17.721200943;83.2245025635;15;5.5;N;Asia/Calcutta;airport;OurAirports;138;0;36;34.0
3153;Trivandrum International Airport;Trivandrum;India;TRV;VOTV;8.48211956024;76.9200973511;15;5.5;N;Asia/Calcutta;airport;OurAirports;70;0;9;37.0
3296;Sultan Abdul Halim Airport;Alor Setar;Malaysia;AOR;WMKA;6.189670085906982;100.39800262451172;15;8;N;Asia/Kuala_Lumpur;airport;OurAirports;166;0;52;44.0
3325;Sunshine Coast Airport;Maroochydore;Australia;MCY;YBMC;-26.6033;153.091003;15;10;O;Australia/Brisbane;airport;OurAirports;30;0;16;56.0
3407;Pulau Tioman Airport;Tioman;Malaysia;TOD;WMBT;2.8181800842285156;104.16000366210938;15;8;N;Asia/Kuala_Lumpur;airport;OurAirports;20;0;2;64.0
3430;Platinum Airport;Port Moller;United States;PTU;PAPM;59.01139831542969;-161.82000732421875;15;-9;A;America/Anchorage;airport;OurAirports;75;0;11;40.0
3513;Lake Charles Regional Airport;Lake Charles;United States;LCH;KLCH;30.126100540161133;-93.22329711914062;15;-6;A;America/Chicago;airport;OurAirports;23;0;5;38.0
3520;Ronald Reagan Washington National Airport;Washington;United States;DCA;KDCA;38.8521;-77.037697;15;-5;A;America/New_York;airport;OurAirports;42;0;16;52.0
3612;Southeast Texas Regional Airport;Beaumont;United States;BPT;KBPT;29.9507999420166;-94.02069854736328;15;-6;A;America/Chicago;airport;OurAirports;145;1;46;34.0
3942;Chubu Centrair International Airport;Nagoya;Japan;NGO;RJGG;34.8583984375;136.80499267578125;15;9;U;Asia/Tokyo;airport;OurAirports;122;0;20;77.0
4145;Dongying Shengli Airport;Dongying;China;DOY;ZSDY;37.5085983276;118.788002014;15;8;U;Asia/Shanghai;airport;OurAirports;28;1;13;50.0
4244;Paulatuk (Nora Aliqatchialuk Ruben) Airport;Paulatuk;Canada;YPC;CYPC;69.3608381154;-124.075469971;15;-7;A;America/Edmonton;airport;OurAirports;17;0;14;67.0
5856;Congo Town Airport;Andros;Bahamas;COX;MYAK;24.158701;-77.589798;15;-5;U;America/Nassau;airport;OurAirports;170;0;74;36.0
5963;Haines Airport;Haines;United States;HNS;PAHN;59.24380111694336;-135.5240020751953;15;-9;A;America/Anchorage;airport;OurAirports;120;0;11;47.0
6014;Sanga Sanga Airport;Sanga Sanga;Philippines;TWT;RPMN;5.046991;119.742996;15;8;N;Asia/Manila;airport;OurAirports;129;2;58;33.0
6074;Codrington Airport;Codrington;Antigua and Barbuda;BBQ;TAPH;17.635799;-61.828602;15;-4;U;America/Antigua;airport;OurAirports;30;1;16;41.0
6081;J F Mitchell Airport;Bequia;Saint Vincent and the Grenadines;BQU;TVSB;12.9884004593;-61.2620010376;15;-4;U;America/St_Vincent;airport;OurAirports;154;2;57;46.0
6242;Hamilton Island Airport;Hamilton Island;Australia;HTI;YBHM;-20.3581008911;148.95199585;15;10;O;Australia/Brisbane;airport;OurAirports;30;1;0;
6282;Kubin Airport;Kubin;Australia;KUG;YKUB;-10.225000381500001;142.218002319;15;10;O;Australia/Brisbane;airport;OurAirports;21;0;6;36.0
6327;Saibai Island Airport;Saibai Island;Australia;SBR;YSII;-9.378330230710002;142.625;15;10;O;Australia/Brisbane;airport;OurAirports;28;0;0;
7085;Astoria Regional Airport;Astoria;United States;AST;KAST;46.158000946;-123.878997803;15;-8;A;America/Los_Angeles;airport;OurAirports;177;1;52;35.0
7207;Kotlik Airport;Kotlik;United States;KOT;PFKO;63.0306015015;-163.533004761;15;-9;A;America/Anchorage;airport;OurAirports;21;0;3;67.0
